0,1,2,3,4
2.3985761616482946,2.2190488679716713,2.4044762959364787,39.74583206026674,7.022101325556444
4.353847068322725,3.997107010287111,4.152193800215817,70.26173366841738,12.503147878825654
3.391871864314209,1.1982803875490395,4.756031469679551,55.41354967567327,9.3461837215428
2.249792420558248,4.465334829977039,4.501851364961663,69.55619716123027,11.216978615496949
1.8396814502590773,1.6208407837783314,3.2074526437283657,40.903710203274144,6.667974877765774
2.937518415768381,3.784845594452049,3.7176581962072768,61.26289438367566,10.440022206427706
3.8406881800244825,3.724223107178841,1.7986059666807295,48.25625091659233,9.363517253884053
3.8227228401521964,3.793835692402621,1.1481061588832207,43.41603194593808,8.764664691438039
1.3576212339342622,4.527217973946371,4.6742996350122805,68.63056862557926,10.559138842892914
2.6203129960292424,3.9845008814387035,3.624874395529063,60.766939440952456,10.22968827299701
3.241787882829519,3.823871459117306,4.3739241443928805,67.65998555833544,11.439583486339705
1.3798517004713702,3.211170016926721,4.194672023253377,56.96395138900145,8.785693740651467
3.5184518043561455,3.7074219910349635,1.3479085529412114,43.58315578280791,8.57378234833232
4.589212193646139,1.4581617257347799,2.5942577425719002,43.2706688759223,8.641631661952818
3.3547752956479604,1.9826555994779675,3.6155332935367297,50.884525832105524,8.952964188662659
1.1872567425046179,3.147377183035241,1.8926632713524567,37.587339496544956,6.227297196892315
3.1410986895323774,1.9423182284158549,2.3025858613836028,39.49789233016108,7.386002779331836
1.9386418340509315,3.4740735617201786,3.367018605443038,53.596515716018175,8.779734001214148
3.3204320849930946,4.575435602556938,3.6865708960552706,66.90647703876309,11.582438583605303
2.6792457213922067,3.3452688392026855,1.7713172232150405,42.279887985113064,7.795831783809932
2.1720734600993117,2.358756095766687,3.76658369629969,50.80142652529558,8.29741325216569
4.087271768482035,3.7551242915470837,1.2801647090420216,45.03387872706478,9.12256076907114
2.2414065192641592,2.6917464207375894,2.785513695093024,45.1588076429622,7.718666635094773
1.9253933722466514,4.500994075415598,2.1972679404088025,50.36028809250396,8.62365538807105
1.0891601545581953,1.8265985732593912,2.1414826687244166,31.358933253026265,5.057241396542003
1.5989539605011291,3.944450528992963,4.555547512657224,64.90794515671897,10.098952002151316
2.6184824373515103,3.118585043020201,2.4345049234350524,46.04299695765616,8.171572403806763
2.7750702751719687,3.2869942316034537,1.5291107061324372,40.28006186419613,7.59117521290786
3.097557167090438,4.79264476424897,1.3506142903923006,48.85345440990354,9.24081622173171
4.5632161030180995,1.3441686380406952,3.779542435790173,51.99099962361986,9.686927176848968
2.2106011992801946,4.252990309896683,4.809946962534486,70.62932115749658,11.273538471711364
4.38616846547283,1.9217454852395401,1.2808795244516764,34.93601450346914,7.588793475164047
4.679461845135997,4.844937681208236,2.848539460567376,65.89632730719642,12.37293898691161
3.245471100075945,4.581375253726009,1.6767359077854675,50.63855208486763,9.503582261587422
1.2385880323380372,1.9883503885819955,1.3816060355278603,26.698714712728968,4.608544456447893
1.7412415431701045,4.318379075379941,2.3651108780329073,50.05488610605322,8.424731496582954
1.157600043458261,1.0191484742695582,1.4342915254925463,21.062023179932503,3.6110400432203655
3.5481277465542718,2.9391153195394732,4.771743482999343,66.45302302089439,11.258986549093088
1.3177775088389239,3.655877033816604,2.731611078719596,47.74148335917316,7.705265621375124
4.163028094478354,4.0541059584485435,1.5425046410688354,49.153757162677,9.759638693995733
1.7528817620943027,3.932025216175503,2.7996472990614234,51.24797497582732,8.48455427733123
1.9476042024461142,4.208531401973069,1.8954975919237431,46.2579817545667,8.051633196342927
4.2855051801108415,4.149887335436811,1.5485250560485029,50.14404000134141,9.983917571596155
2.2115396089873487,1.2260496407303,4.642184397905448,51.12839185458743,8.079773647623096
3.5911207414380524,4.632541326494259,1.131276719662182,47.618823940577165,9.354938787594493
3.2452832999894135,3.075670952316475,1.394090485823448,39.342599500454675,7.715044738129336
2.8791232930683597,2.620089275749011,1.0447589129145833,32.71597683701581,6.543971481731953
3.8019538616686788,1.0151644766739372,2.794872579950196,39.855829084651226,7.611990918292812
